"","SessionTitle","SessionSpeaker","SessionLevel","day","i.SessionLevel","SessionTrack","SessionAbstract"
"327","T-SQL User-Defined Functions, or: Bad Performance Made Easy","Hugo Kornelis",NA,NA,"300","Dev","User-defined functions in SQL Server are very much like custom methods and properties in .Net languages. At first sight, they seem to be the perfect tool to introduce code encapsulation and reuse in T-SQL. So why is this feature mostly avoided by all T-SQL gurus? The reason is performance. In this session, you will learn how user-defined functions feed the optimizer with misleading and insufficient information, how the optimizer fails to use even what little information it has, and how this can lead to shocking query performance. However, you will also see that there is a way to avoid the problems. With just a little extra effort, you can reap the benefits of code encapsulation and reuse, and still get good performance."
"328","TDS is not so tedious","Ed Elliott",NA,NA,"200","DBA","TDS is the protocol used by Sql Server to handle requests and deliver responses, you likely use it every day and over a lan it just works, but the world is moving out of the lan into distributed and cloud environments where the database server is no longer guaranteed to be close to the application. Learn or get a refresher on how networks and TCP/IP work and learn what TDS is, how it works and how it can be affected by slow or unreliable connections. Look at what help there is, both built into applications such as .Net connection pooling as well as commercial products. There is nothing tedious about TDS, it is a really interesting protocol and a great combination of being one of the most used but least understood parts of Sql Server."
"329","Table Indexing for the .NET Developer","Denny Cherry",NA,NA,"200","Dev","In this session we will be looking at the best and worse practices for indexing tables within your SQL Server 2000-2014 databases.  We will also be looking into the new indexing features that are available in SQL Server 2012/2014 (and SQL Server 2005/2008) and how you the .NET developer can make the best use of them to get your code running its best."
"330","Table Partitioning: Secret Weapon for your Big Data Problems","John Sterrett",NA,NA,"300","DBA","Is big data starting to slow you down? Is data growth putting your maintenance tasks in danger of not meeting your service level agreements? Do you wish you could archive old data with minimal impact to your tables during the archive process? Do you wish you could eliminate the majority of the data in your tables when you query them? If so, its time you consider implementing table partitioning to help with your general performance and to reduce your maintenance window for completing your maintenance tasks.  In this session, you will learn how table partitioning works and when it should be implemented. You will be able to understand how to initially configure partition functions and partition schemes to have a rock solid partitioned table. You learn how to implement new features added in SQL Server 2014 to improve table partitioning.  Finally, you will learn how to implement an automated sliding window to maintain your partitioned tables for ensuring optimal performance."
"331","Tabular Models: Easier & Faster Than Cubes; Really?","Paul Turley",NA,NA,"300","BI","The future of data analysis is the in-memory xVelocity Tabular analytic engine but is this newer product ready for enterprise solutions? Is it easier to build Tabular models than multidimensional cubes in SQL Server 2012 & 2014? Maybe… It depends on what you need to do. Is it faster? Heck, yea. Taking off the Microsoft BI marketing hat, let’s take a tabular journey together and learn some lessons from the first generation of real, enterprise-scale solutions: The Good, the Bad, the Ugly and the Beautiful."
"332","Tabular vs Multidimensional: May the Best Model Win","Stacia Misner",NA,NA,"200","BI","Are multidimensional modelsdead on arrival? Are tabular models the future of analysis? Come to this session to learn the similarities and differences between these two approaches to analytical modeling available in SQL Server 2012 and 2014 Analysis Services. We’ll explore the pros and cons of each type of model and review how to select the appropriate model to your analytical requirements."
"333","Taking you application to memory","Rasmus Reinholdt Nielsen",NA,NA,"300","Dev","Taking you through the concept of in-memory tables and what to be aware off when considering converting your database tables and code to In-Memory tables and Native Compiled Stored Procedures (better known by its codename Hekaton), this session will give you all the tips and tricks to leverage on the new concepts and Work your way around its current limitations, to gain enormous speed increase and a lock-free environment."
"334","Taming the Beast – How a DBA can keep Kerberos under control","David Postlethwaite",NA,NA,"400","DBA","The word Kerberos can strike fear into a SQL DBA as well as many Windows Server Administrators.  What should be a straight forward and simple process can lead to all sorts of issues and trying to resolve them can turn into a nightmare. This talk looks at the principle of Kerberos, how it applies to SQL Server and what we need to do ensure it works"
"335","Tell Me Which One to Use; MS Data VIZ Tools Comparison","Reza Rad",NA,NA,"300","BI","In this session you will see pros and cons of using any of Microsoft Data Visualization Tools;SSRS     PerformancePoint     Excel PivotTable and PivotChart     Power View     Power Map  These tools will be compared based on different aspects in detail. you will see their difference with many live demos. there will be many comparison matrix at this session that guide you to use which tool for which scenario and requirement."
"336","TempDB 101 Plus","Andrew J. Kelly",NA,NA,"300","DBA","TempDB is not your ordinary user database and should definitely not be treated like one.  The usage patterns and internals dictate that the configuration, monitoring and usage be done in a different way to get the best performance. We will see why aspects such as configuration and file placement play such a key role and why you need to plan ahead for TempDB.  See how to detect the memory and space usage associated with the various users in TempDB along with some of the most common performance related scenarios that you will encounter with a well-used TempDB database.  In addition we will explain the differences between temp tables and table variables and when to use one over another.  Both DBA’s and Developer’s should understand the concepts of TempDB and how some relatively simple changes in code or configuration can potentially make a huge difference in the overall performance of SQL Server."
"337","Temporal Databases: Solving todays problems throughout time","Dr Katherine Bean PhD",400,2015-03-06,"400","Dev","Everyone wants to work smarter and not harder. In the database world we are no different. If doesn’t matter if you work on OLTP or OLAP databases, there are fundamental constraints which we all work upon. I would like to present to you, Temporal Databases. They have the benefit of:      Always write               Never lock               Never lose a change               See the data at any point in time       A Temporal Database enables you to create a database schema with the Golden 3 properties. This way, your users are happy, management is happy and the system is consistent and clean at all times. How does this work and what is this Holy Grail? Come to the talk and see for yourself, with code examples, database schemas and of course a full explanation. Come and explore the futures, where you have it all!"
"338","Ten 10 Query Tuning Techniques Every SQL Programmer Should K","Kevin Kline",200,2015-03-05,"200","Dev","SELECT statements have a reputation for being very easy to write, but hard to write very well. This session will take you through ten of the most problematic patterns and anti-patterns when writing queries and how to deal with them all.  Loaded with live demonstrations and useful techniques, this session will teach you how to take your SQL Server queries mundane to masterful. You'll learn four important lessons, along with 10 other must-have query tuning techniques: Lesson 1: Implement a reusable Transact-SQL test harness for reliable query results. Lesson 2: How to best simulate a large production instance on a small development server. Lesson 3: Learn ten patterns that kill the performance of SELECT statements and how to avoid them. Lesson 4: Discover the high-impact metadata that shows how a SELECT statement behaves … or misbehaves."
"339","The 5 Min University of Self-Service BI -1st semester","Paul Turley",NA,NA,"200","BI","Project Scoping and Tool Selection Understand the criteria for selecting the right tool for each stage of a BI solution and planning for scale & growth. Data sourcing and cleansing with Power Query Import, cleanse and transform data from multiple sources using the Power Query add-in for Excel and Power BI.  Automating data loads and planning for enterprise scale ETL. Dimensional modeling in SQL Server The core design patterns and rules of data governance remain constant in the new age of self-service BI.  However, new tools and technologies change the way we think about relational modelling for BI.  Do you need a data mart, star or snowflake schema or can you build semantic models without them?  Start Your Modeling Career with Power Pivot (Semantic modelling essentials) What to do and what not to do when designing a semantic model for analysis and reporting.  Balance simplicity, scale and flexibility in model designs. DAX: the way we like it.  Uh huh The DAX calculation and query language is powerful and impressive.  It can be simple and elegant or a Pandora’s Box.  Explore DAX best practices and avoid common roadblocks. Dashboards that Excel Excel is the dashboard and BI reporting tool you already know how to use.  Explore sophisticated capabilities that make Excel an excellent data analysis tool for many reporting scenarios. Power View: Making Business Data Pop Touch and interact with your data; visualize, analyze, compare and cross-drill with dashboards and scorecards on a mobile device and desktop. Delivering the Goods:  Production Deployment Options What options are available in an on premises solution or in the cloud?  What are the advantages and considerations for each?  Explore delivery models for IT-managed and self-service BI."
"340","The BI Power Hour","Matt Masson",300,2015-03-07,"300","BI","In this entertaining session, we dazzle you with new demos that expose the lighter side of Business Intelligence, and show off the flexibility and power of the Microsoft BI Platform. If you’ve never been to a Power Hour session, you definitely don’t want to miss it! We promise you’ll walk away impressed"
"341","The Big Backup Theory","Richard Douglas",300,2015-03-07,"300","DBA","In this session, you'll gain invaluable guidance for optimizing your backup strategies. Actually that is a lie, I will be advocating the mind shift from backup strategies and the devastating affect they can have on a company and instead move you to thinking about implementing restore strategies. Things become much simpler when you consider the purpose of a backup, and the effects of the different recovery models and backup options have on your customers and effectively your livelihood. Using trace flags the session will also cover how SQL Server manages its own backup options and how you can tune them to make sure that you meet the time constraints of your enforced maintenance windows."
"342","The Dark Side-Some NOSQL alternatives to your RDBMS","Richard Munn",NA,NA,"200","DBA","Recently, everyone's talking about Big Data and noSQL datastores. As a SQL Server DBA, you need to know your own platform well, but as a Data Professional, you should also have an awareness of trends, technologies and their usage. NoSQL is a massive subject area, so this is an introduction for anyone wishing to dip their toes in their Data Lake."
"343","The Data Loading Performance Presentation","Matan Yungman",300,2015-03-05,"300","Dev","Microsoft has a famous whitepaper called ""The Data Loading Performance Guide"". The problem is that it's long and full of small details, and we're too lazy to read it.  On this session, we will turn the whitepaper into a presentation and see a few advanced ways to boost your data loading processes.  Among other topics, we will talk about: Minimal Logging      Transaction Management     Bulk Loading Methods     Indexing Techniques for High Performance Data Loading     Properly Leveraging Parallelism and Partitioning     SQL Server 2014 Delayed Durability"
"344","The Data Power Hour: Indexing","Chris Testa-O'Neill",NA,NA,"200","Dev","Indexing represents one of the most important aspects of database operations. This session is broken into two parts: The first hour will cover the theory of the following type of indexesDescribe how SQL Server retrieves data.      Describe a heap.      Describe a clustered index.      Describe a non clustered index.      Describe a column store index      Describe how to traverse data by using indexes.      Describe other indexes.   The second hour -- the Power Hour itself -- is a lab to put into practise what you learned. Bring your laptop with the Adventure Works database for a unique session experience.   Ensure that the Adventure works 2012 Sample OLTP database is installed as found at the following url http://msftdbprodsamples.codeplex.com/downloads/get/165399"
"345","The Developer Side of SQL Server Monitoring and Diagnostics","Sascha Lorenz",400,2015-03-06,"400","DBA","The Microsoft SQL Server comes with many features to take a look behind the scenes of the powerful engines. Many DBAs have large collections of gathered spells with DMVs/DMFs and scripted Extended Events sessions. This session will explain how to use the power of these tools to write your own monitoring and diagnostics environment in Powershell and C#. Empower your daily tasks and in case of an emergency yourself and your colleagues with a perfect customized toolkit to visualize your workloads and find quickly the gremlins."
"346","The Encryption Primer","Steve Jones",NA,NA,"300","Dev","SQL Server has a number of encryption features that allow you to  better secure your data. This session will examine the basics of  encryption and cover the various ways in which you can encode and decode your data to protect it from unauthorized access. Cell level  encryption, Transparent Data Encryption, and backup encryption will all  be discussed. This session is designed for those who want to learn the  basics of how to protect their data. This talk looks at the encryption options in SQL Server that are  available, including the changes in SQL Server 2012. The agenda is:What is Encryption?     Encryption in SQL Server     Transparent Data Encryption     Hashing     Symmetric Keys     Asymmetric Keys     Certificates     SSL Communications"
"347","The European Economic Crisis and the Euro-A Data Tale","Carmel Gunn",200,2015-03-07,"200","BI","Investigative exploration of data is very often ad-hoc in nature. We might need to interact with many types and soures of data. The Questions we need to ask, and the data we might need to answer them are not set in stone, and as a result following traditional modelling is not always an option. Rather, we follow the data, to an unknown end. In this session, we take the European Economic Crisis, and the Euro, and see what publically available data can do to give us insights into one of the largest currencies in the world.  See the Microsoft Power BI stack used to tell a real world story."
"348","The Great Buffer Pool Extension Mystery.","John Q Martin",NA,NA,"300","DBA","SQL Server 2014 introduced Buffer Pool Extensions, but the questions remain what is it, how does it work and how can I use it. Together we will answer these questions and more, to help you decide when you should consider making use of this feature to enhance your systems performance. I will help explain why we have this feature, how it works and when you should look to make use of it. Looking at which other SQL Server features it works well with and how to tell how much use it is getting. By the end of this session you will be confident in your ability to decide if and when you need this capability."
"349","The New SQL Server 2014 Cardinality Estimator","Benjamin Nevarez",NA,NA,"400","Dev","SQL Server 2014 includes a new cardinality estimator and, in this version, the old cardinality estimator is available as well. A cardinality estimator is the component of the query processor whose job is to estimate the number of rows returned by relational operations in a query and this estimation, along with some other data, is used by the query optimizer to select an efficient execution plan. Since every query in SQL Server has to work with either the new or the old cardinality estimator it is essential to understand how they work, what their differences are and how to detect and troubleshoot related problems. This session will explain these and other topics including why a new cardinality estimator was built, how to detect and fix plan regressions and some of the cardinality estimator assumptions."
"350","The PowerQuery language M unleashed","Peter ter Braake",NA,NA,"300","BI","M is the formula language behind PowerQuery. Sometimes you need to tweak your PowerQuery query. On other occasions you might need to do things that can't be done using the GUI. In both cases you will need to write your own M formulas. In this demo rich session you will learn how to do just that."
"351","The dangerous beauty of Bookmark Lookups","Klaus Aschenbrenner",NA,NA,"300","Dev","You know Bookmark Lookups in SQL Server? You like their flexibility to retrieve data? If yes, you have to know that you are dealing with the most dangerous concept in SQL Server! Bookmark Lookups can lead to massive performance losses that blows up your CPU and I/O resources! Join me in this session to get a basic understanding of Bookmark Lookups, and how they are used by SQL Server. After laying out the foundation we will talk in more details about the various performance problems they can introduce. After attending this session you have a better understanding of Bookmark Lookup and you are finally able to tell if a specific Bookmark Lookup is a good or bad one."
"352","The future of the Data Professional","Adam Jorgensen",200,2015-03-06,"200","Car","The world of data is changing rapidly. Come learn what this means for your role as a data professional and what you can do to make sure you stay at the front of your field. What does the future look like for DBA's, BI Developers, and Architects? Come get the lay of the land and guidance on keeping your career and learning on the right path."
"353","Think Inside the Box! Understanding the Query Life Cycle","Mladen Prajdic",300,2015-03-06,"300","Dev","For developers, the database is like a mythical land where data (un)happily lives on green pastures. For DBA's, the applications are annoying things that make their finely tuned servers loose breath. Because they are both involved in the development, and to achieve harmony, we must learn about the whole request/query life cycle. In this session we'll take two queries, a read and a write one, and look at the whole trip from the client  through the server and back to the client. On this journey we'll try to identify where things might go wrong,  thus helping to bring friendship between developers and DBA's back."
"354","To The Cloud, Infinity, & Beyond: Top 10 Lessons Learned","Jimmy May",200,2015-03-06,"200","DBA","As part of the team leading the migration effort from Microsoft IT's on-prem servers to The Cloud, we've collected a number of best practices that can save your organization weeks or months of effort & untold dollars in development & implementation costs.  Those who think the only tool required to move SQL instances from the datacenter to IaaS VMs is a forklift have a hard lesson to learn.  In fact, it's a bit challenging than that.  This session will introduce the Top 10 Lessons Learned in the MSIT migration effort & provide actionable guidance that customers can begin using immediately.     Session Goal 1: Understand that forklifting applications to the Cloud has unexpected challenges. Session Goal 2: Understand that many fundamental best practices which have served us well on-prem remain important—& now we have new nuances to master. Session Goal 3: Understand the value of leveraging MSIT's lessons learned has the potential to save an organization weeks or months of time & hundreds of thousands, perhaps millions of dollars. Additional Notes: This is an exciting topic the work for which I'm intimately involved.  I'm extremely enthusiastic about sharing the fruits of our efforts with the Community."
"355","Tools and Tips: From accidental to efficient DWH developer","Cathrine Wilhelmsen",200,2015-03-06,"200","Dev","You have probably heard about the Accidental DBA, but what about the Accidental Data Warehouse developer? We stumbled into the world of data warehousing, learned dimensional modeling and work with T-SQL and SSIS daily. We're masters of googling solutions to our problems and make sure our complex ETL processes run without errors. We deliver data to business users... but we don't deliver data as fast as we want. You might not be able to rewrite your entire data warehouse or change your team's processes over night, but there are many things you can do to increase your own productivity and become a more efficient data warehouse developer.  In this session I will show you some of what I've learned and discovered that has made me burst out ""Oh wow! Why did I not know this yesterday!?"" including query improvements, free tools and scripts, SSMS features and even a couple of things I used to think were only useful for those scary DBAs."
"356","Top 10 Mistakes of New IT Leaders","Kevin Kline",200,2015-03-07,"200","Car","The IT industry is a growth industry employing millions of workers in all industries and regions of the USA, UK, Europe and around the world. This perennial shortage of IT experienced workers, added to IT career paths which hit a salary plateau for those who stay purely technical, means it’s very common for a talented IT pro to move into leadership and management positions. Unfortunately, the skills that made you a successful individual contributor on an IT team don’t translate into the skills needed to be a strong leader or manager. This session delves into a variety of common mistakes among new IT leaders, such as: 1. How does accepting the status quo limit productivity and inhibit innovation? 2. What does an uncommunicative leader express to their team and superiors? 3. Why is goal setting such an important part of leadership?"
"357","Top 10 SQL Server Support issues","Justin Langford",NA,NA,"200","DBA","Through our Remote DBA service, we manage and maintain hundreds of mission critical SQL Servers across many customers and industries.  We see customers building solutions using every feature, edition, platform and combination you can imagine (and some more).  Some of these solutions are very reliable and provide good performance and scalability.  Other times, we have our work cut-out to operate and optimise these solutions to provide good performance and availability. This session will focus on the top 10 issues we encounter with customers running all types of workloads on SQL Server, and how to avoid them.  The session will focus not only on technical recommendations, but also on the troubleshooting journey to identify the root cause and provide a resolution.  This session should be relevant to anyone responsible for production operations of a business or mission critical application running on SQL Server"
"358","Top 10 SQL Server configuration mistakes","Margarita Naumova",NA,NA,"300","DBA","There are always performance problems that could happen in your production database. But you will be surprised how many of them occur as a result of DBA’s actions or lack of attention to SQL Server Instance and database level configuration settings. If you know them and how they harm your database system it will be easier to not get there. During the session Magi shows some of the worst practices in configuring your SQL Server, explains their whys and gives you the hints to the right settings. Sometimes you are just a few clicks away from a good SQL Server configuration. This session gets them to your fingers."
"359","Top 5 SQL Server 2014 Hybrid Cloud Features","Scott Klein",NA,NA,"300","DBA","Microsoft SQL Server 2014 brings to market new capabilities to simplify cloud adoption and help you unlock new hybrid scenarios. This demo-filled session will highlight these features and show how you can use these features to lower your TCO and help manage your mission-critical applications by leveraging the cloud to provide new disaster recovery and backup solutions. In this session we will look at 5 great hybrid scenarios that are made possible by both great new features as well as enhanced features of SQL Server 2014. We’ll not only look how to use and implement these hybrid features, but also look at look at and discuss scenarios around why you would use these hybrid cloud features to expand your on-premises options without adding complexity. We’ll look at how you can easily move workloads from your datacenter to Windows Azure while still maintaining a complete view of your infrastructure with increased proficiency and reduced cost."
"360","Top Open Source Data Visualisation toys for BI Professionals","Jennifer Stirrup",NA,NA,"400","BI","In this session, we will look at data visualisation using:Gephi     d3     R     Python     Power BI  We will look at how we can enhance the suite of offerings to your data consumers by opening your toybox of Open Source data visualisation tools, as well as Power BI. Using Microsoft SQL Server as a source, we will look at these open source tools as an accompaniment to Power BI - not a replacement.  Join us for this demo-heavy session, and be sure to download the code from Jen's blog afterwards in order to try it out for yourself. The emphasis is on practical takeaways that you can apply when you go back to your office after SQLBits, and try it out for yourself."
"361","Top Tips for Better T-SQL","Grant Fritchey",300,2015-03-05,"300","DBA","T-SQL provides many different ways to accomplish the same task, and as you might expect, some ways are better than others. Also, it's very simple to write your T-SQL in a way that no one else can read. In this session, you will learn specific techniques, that if followed, will make you a better T-SQL developer. The session is jam-packed with practical examples and is designed for administrators and developers who want to bring their T-SQL skills to the next level. You'll write clearer and easier to read T-SQL as well as write better performing T-SQL. In fact, you will be able to immediately implement these tips in your current projects once you get back to your office."
"362","Transaction Log Internals: Virtual Log Files","Mike Hillwig",NA,NA,"300","DBA","Experienced DBAs know that SQL Server stores data in data files and transaction log files. What is less commonly known is that the transaction log file is broken up into smaller segments known as Virtual Log Files, or VLFs.  Having too many VLFs will cause performance to suffer. And having too few will cause backup performance to suffer. How do you strike the right balance? In this more advanced session, veteran DBA Mike Hillwig will show you what VLFs are, how they're created, how to identify them, and how to strike the right balance between too few and too many."
"363","Treating Tables Like Legos, Partitioning Basics","Brandon Leach",NA,NA,"200","DBA","Partitioning allows us to isolate parts of our table as small chunks called partitions.  In turn, these partitions allow us to do some really cool tricks for manageability and performance.  We can use partitioning to split tables or indexes across storage or use it to perform maintenance on just part of a table. We can also use it to increase the speed of our data loads through a technique called Sliding Windows.  In this session we'll look at the concepts surrounding partitioning and the use cases. We'll reinforce what we cover with some cool demo's showing some really neat tricks as we go along including a sliding windows demonstration."
"364","Troubleshooting TempDb","Klaus Aschenbrenner",NA,NA,"300","DBA","For most DBAs and DEVs the TempDb is a crystal ball. But the TempDb is the most critical component in a SQL Server installation and is used by your applications and also internally by SQL Server. TempDb is also one of the performance bottlenecks by design, because it is shared across the whole SQL Server instance. In this session we will take a closer look into the TempDb, how it is used by SQL Server, and how you can troubleshoot performance problems inside TempDb and how you can resolve them."
"365","Troubleshooting the Memory of SQL Server","Bob Ward",400,2015-03-06,"400","DBA","Memory is one of the most confusing and least understood topics for SQL Server. In this session, we will discuss and demonstrate tools and techniques for memory related problems that can occur with the SQL Server Database Engine based on actual customer scenarios as seen by Microsoft support. We will cover both the basics and advanced topics of the memory architecture of SQL Server and demonstrate and teach you the tools and metrics to have a more complete understanding of SQL Server memory. This session can also help prepare you to monitor and manage memory consumption of your SQL Server to be proactive and prevent problems before they occur."
"366","UNIQUEIDENTIFIERs as Primary Keys in SQL Server","Klaus Aschenbrenner",NA,NA,"300","Dev","UNIQUEIDENTIFIERs as Primary Keys in SQL Server - a good or bad best practice? They have a lot of pros for DEVs, but DBAs just cry when they see them enforced by default as unique Clustered Indexes. In this session we will cover the basics about UNIQUEIDENTIFIERs, why they bad and sometimes even good, and how you can find out if they affect the performance of your performance critical database. If they are affecting your database negatively, you will also learn some best practices how you can resolve those performance limitations without changing your underlying application."
"367","Under Construction-Power BI for Developers ?","Oliver Engels",300,2015-03-07,"300","Dev","Power BI is the Self-Service BI offering of Microsoft to all Information Workers out there, but hey: Is there anything for the macro geeks and development folks? This session will have a look on anything you can do or should not do with the Power BI offering in the cloud and on your desktop. What's in it if you want to go beyond the self-service experience? Is there more than create your own cool ""M"" functions? Let's see in this session."
"368","Understand the Transaction Log, Unlock Greater Throughput","Richard Douglas",NA,NA,"300","DBA","Does your application suffer from performance problems even though you followed best practices on schema design? Have you looked at your transaction log?  There's no doubt about it, the transaction log is treated like a poor cousin. The poor thing does not receive much love. The transaction log however is a very essential and misunderstood part of your database. There will be a team of developers creating an absolutely awesome elegant design the likes of which have never been seen before, but the leave the transaction log using default settings. It's as if it doesn't matter, an afterthought, a relic of the platform architecture. In this session you will learn to appreciate how the transaction log works and how you can improve the performance of your applications by making the right architectural choices."
"369","Understanding & Solving Columnstore Problems","Niko Neugebauer",400,2015-03-07,"400","DBA","Dive deep into Columnstore Indexes and discover their advantages and some of the limitations. Look into some of the Columnstore Indexes myths, understand more complex concepts of Batch Mode & Query Processing with another depth. Can you make your Columnstore queries ran even faster ?  Can you actually lower the Degree of Parallelism and get a better performance ? How much memory does Columnstore Index actually use when working with queries ? How can you test your Columnstore queries in Row Mode and what is the actual difference between Row & Batch Modes. The answers on those questions are to be revealed at this session."
"370","Understanding SQL Database Elastic Scale for the DBA","Scott Klein",300,2015-03-07,"300","DBA","This session will look at SQL Database Elastic Scale through the important lens of the DBA, focusing on the critical aspects of database performance, maintenance, and management without adding unnecessary complexity. In this demo-filled session, we’ll look an inside look at SQL Database Elastic Scale which simplifies the process of scaling the data tier of a cloud application and the impact this functionality has on database performance and multi-tenancy and what this means for the DBA in his mission-critical role."
"371","Unit Testing Database Code using the tSQLt Framework","John McLusky",300,2015-03-07,"300","Dev","Despite widespread adoption of Unit Testing for general application development, adoption within database development is rare and many database developers will not have ever written a unit test, despite the advantages it can bring.  This session will provide an overview of Unit Testing using the open source tSQLt framework, demonstrating how it can increase confidence in your code, save you time and help prevent bugs from being introduced in the future."
"372","Unit testing Analysis Services","Just Blindbæk",NA,NA,"300","BI","Attend this session to get an overview of two different real-world approaches to automate your testing of Analysis Services cubes. The first approach captures snapshot of the cube metadata/structure and a representative sample of values from all measures. With a set of reports it is possible to compare the snapshot and find the differences - ie before and after deployment or between two different environments.      The second approach uses the test framework nBI to test result sets, performance, syntax, structure and dimension members.  The session will wrap up with introduction to implement the unit testing in your deployment process."
"373","Unlock the power of the Pivottable","Sander van der Hoeff",NA,NA,"200","BI","Your tabular model is done, approved and ready to be used by the user. By means of using Excel the user gets very excited about the use of tabular Models. For a while the user uses Excel as a self-service business intelligence tool. Then all of a sudden the user starts asking if they can use the program to extract more and other information from the tabular model by the use of Excel. Now it is up to you to familiarize the user with all the possibilities of working with the tabular model by means of Excel. Given the small amount of documented knowledge about the use of tabular models by means of Excel, I will show you how to get the best of your tabular models by using Excel as a self-service business intelligence tool. Filters, named sets, and calculations in the pivot table: I will explain it all!"
"374","Using Build and Deployment Contributors like Dr Manhattan","Craig Ottley-Thistlethwaite",NA,NA,"400","Dev","Dr Manhattan has god like powers, he has the ability to control matter at a subatomic level, so why can't we? If you have heard you can modify the build and deployment actions for a database project, but you are not sure where to start, this session will be the one for you. Join me to take an in depth look into how you can customize the database build and deployment, and become your very own super hero."
"375","Using Policy Based Management","Neil Hambly",NA,NA,"200","DBA","An introduction to Installing and Using ""Policy Based Management"" , the PBM is a feature designed to aid you in maintaining your SQL Servers to certain Standards and Policies you have determined are suitable for your environment This session will show you how to quickly set-up and deploy your selected Policies, how to report or prevent actions that would break those policies and Includes using PBM via Powershell Discovering how the key components of PBM fit together is needed to fully understand and make effective use, we look @ Polices, Conditions, Facets and all of the properties that are part of the PBM feature"
"376","Using PowerBI and DAX to predict and win Fantasy F1","Alex Whittles",200,2015-03-06,"200","BI","How do you select the optimal fantasy team line-up to beat your friends at fantasy Formula 1? With over 1/4 million combinations of teams and drivers and a complex points scoring scheme, your odds aren’t much better than a lottery.  In this session we’ll create a PowerPivot model from scratch, import and transform data from the web using PowerQuery, and create DAX calculations including many to many relationships for some complex analysis and great interactive dashboards.  Guarantee yourself eternal glory as a braniac petrol head, and become a PowerBI and DAX pro in the process."
"377","VLDBs: Lessons Learned","Bob Pusateri",NA,NA,"200","DBA","Whoever coined the term ""one size fits all"" was not a DBA. Very large databases (VLDBs) have different needs from their smaller counterparts, and the techniques for effectively managing them need to grow along with their contents. In this session, join Microsoft Certified Master Bob Pusateri as he shares lessons learned over years of maintaining databases over 20TB in size. This talk will include techniques for speeding up maintenance operations before they start running unacceptably long, and methods for minimizing user impact for critical administrative processes. You'll also see how generally-accepted best practices aren't always the best idea for VLDB environments, and how, when, and why deviating from them can be appropriate. Just because databases are huge doesn't mean they aren't manageable, attend this session and see for yourself!"
"378","Visualization Choices: What, When, and How?","Paul Turley",NA,NA,"300","BI","When do you use a sparkline, column, or line chart? How do you create a business scorecard – and with what tool? Using Excel, Power View, and Report Builder; this session will guide you through the choices and help you apply the right visual to your business data. Come see what well-known industry experts have to say about the correct use of visualization choices and techniques, colors, backgrounds, borders, and 3-D effects. Then see demonstrations of how to create those rich visuals in the different reporting tools."
"379","Visualizing Your Indexes-the Science behind the Art","Wendy Pastrick",200,2015-03-05,"200","DBA","Indexes make queries run faster, right? Not always, no. And finding the right indexes for your needs is often more of an Art than a Science. Attend this session as we take a visual tour of how indexes are laid out and the way data is accessed when indexes are utilized. We will discuss clustered indexes as well as non-clustered indexes and also when to use indexed views along with some other variations."
"380","Visualizing performance tuning data","Andre Kamman",300,2015-03-07,"300","DBA","Just staring at the output from for instance sys.dm_io_virtual_file_stats is usualy not very helpful. Creating delta's from the data and then representing it as a graph helps to understand that data. Over the years I've tried various ways to look at output from SQL Server for performance tuning reasons. In this session I will share a couple of them with you. We will look at virtual_file_stats, waitstats, the buffer cache etc. and we will visualize them in various ways to make it easier to draw conclusions. The visualisation techniques vary from simple graphs that combine throughput and latency to more complicated scenarios that I saw being used by Formula 1 on tv, which translate well to Waitstats and Buffer pool cache usage."
"381","Wait watchers-Gain Performance Increases Fast!","Richard Douglas",200,2015-03-06,"200","DBA","We're all told to watch our weight and to exercise more, so to flip this on its head I will be showing you exercises that you can do to watch your waits. You could even eat a Danish pastry while watching if you wish (Danish pastry’s not provided).  In this session you will learn all about SQL Server’s wait statistics, these are statistics the database engine stores about the resources it is waiting on. Armed with this information you as a SQL Server professional can make better informed decisions on which areas of your environment to tune to greater effect. After attending this session you will be able to know where to find, interpret and use this information to tie down problem areas in your SQL Server estate not to fix that problem query, but improve overall performance for all of your users."
"382","Watch Brent Tune Queries II: Double Feature","Brent Ozar",NA,NA,"100","Dev","Ever wonder how someone else does it? There’s no right way or wrong way, but in this session, you can peer over Brent’s shoulder (virtually) while he takes a few Stack Overflow queries, tries various techniques to make them faster, and shows how he measures the before-and-after results. You'll learn:How to measure your changes as you tune the query     How to read execution plans     Why user-defined-functions and table variables can backfire     How SQL Server 2014's new cardinality estimator affects your queries     How to tell if SQL Server threw in the towel while building your query plans     What free tools make the process much easier"
"383","Watch Brent Tune Queries II: The SQL","Brent Ozar",NA,NA,"100","Dev","Ever wonder how someone else does it? There’s no right way or wrong way, but in this session, you can peer over Brent’s shoulder (virtually) while he takes a few Stack Overflow queries, tries various techniques to make them faster, and shows how he measures the before-and-after results. You'll learn:How to measure your changes as you tune the query     Why user-defined-functions and table variables can backfire     How SQL Server 2014's new cardinality estimator affects your queries     How to tell if SQL Server threw in the towel while building your query plans     What free tools make the process much easier"
